name,category,website,delete,comments,city,lat,lon,
Fox in a Box Stockholm,arts_and_entertainment,http://www.foxinabox.se/,,Gaming,Stockholm,"59,3341478","18,0649216",
Författares Bokmaskin,arts_and_entertainment,http://www.bokmaskinen.se/,,Printing literature,Stockholm,"59,3298798","18,0298595",
Galleri Anigo,arts_and_entertainment,http://www.anigo.se/,,galleri,Stockholm,"59,3197035","18,0676427",
Galleri Industrigatan12,arts_and_entertainment,http://industrigatan12.se/,,galleri,Stockholm,"59,33722","18,0294",
Galleri môme atelier,arts_and_entertainment,https://www.instagram.com/gallerimomeatelier/,,"galleri, rental också",Stockholm,"59,3017258","17,989311",
Gelser Creative,arts_and_entertainment,http://www.gelser.se,,mediabolag,Stockholm,"59,253365","18,103986",
Gröna Lund - Stockholm Salsa Dance,arts_and_entertainment,http://www.stockholmsalsadance.com/,,salsa dance,Stockholm,"59,3238026","18,0977692",
Handkraftverket,arts_and_entertainment,https://www.facebook.com/p/Handkraftverket-100039450199100/?locale=sv_SE,,,Stockholm,"59,3125311","18,0989027",
Helmuth Mantel,arts_and_entertainment,Ingen webbplats,,enskild,Stockholm,"59,29646","18,08919",
Herman Bergman Konstgjuteri,arts_and_entertainment,https://www.bergmanskonstgjuteri.se/,,Konstgjuteri,Stockholm,"59,277865","18,0937039",
HV Skola,arts_and_entertainment,http://www.hvskola.se,,"textil, galleri, skola",Stockholm,"59,323671","18,099731",
Klubb Mariama,arts_and_entertainment,https://www.instagram.com/klubb_mariama/,,,Stockholm,"59,3424252","18,0501723",
Konst & Teknik,arts_and_entertainment,https://www.konst-teknik.se/,,Designstudio,Stockholm,"59,306861","18,078566",
Konstnärshuset Smålandsgatan,arts_and_entertainment,https://konstnarshuset.org/,,,Stockholm,"59,3153171","18,0631476",
Liljewalchs,arts_and_entertainment,https://liljevalchs.se/,,konsthall,Stockholm,"59,325552","18,0961986",
Linjelek,arts_and_entertainment,http://www.linjelek.se/,,keramik kurser mm,Stockholm,"59,2700996","18,0935192",
LundLund,arts_and_entertainment,http://www.lundlund.com/,,"foto, mode",Stockholm,"59,3364392","18,0764484",
Magasin 7 Frihamnen,arts_and_entertainment,Ingen webbplats,,Verkar hända grejer där men dålig digital presence,Stockholm,"59,3401127","18,1253506",
Magma Art Gallery Stockholm ,arts_and_entertainment,https://magmaartglass.com/magma-art-gallery/,,"galleri, glass",Stockholm,"59,3416922","18,0580562",
MDEMC,arts_and_entertainment,http://www.mdemc.se/,,film produktion,Stockholm,"59,3200434","18,0672984",
Miss Unicorn,arts_and_entertainment,https://www.facebook.com/p/Miss-Unicorn-100042730215721/?locale=sv_SE,,"smide, smycken, atleje showroom",Stockholm,"59,3465256","18,042354",
Molotov Studios,arts_and_entertainment,https://www.facebook.com/molotovstudios/?locale=sv_SE,,"musikstudio, replokal",Stockholm,"59,3464944","18,1015688",
Moretti Sweden,arts_and_entertainment,http://www.moretti.se/,,"Musikproduktion, konserter mm",Stockholm,"59,33593","18,08433",
NonStop Entertainment,arts_and_entertainment,http://www.nonstopentertainment.com/,,,Stockholm,"59,3376153","18,0394824",
Papstudio,arts_and_entertainment,http://www.papstudio.se/,,fashion ,Stockholm,"59,34715","18,0453",
PARAPLY.ateljen,arts_and_entertainment,https://www.facebook.com/paraply.ateljen/,,,Stockholm,"59,2936542","17,9667813",
peermusic Sweden,arts_and_entertainment,https://peermusic.com/,,Music/Record label?,Stockholm,"59,3309798","18,0293767",
Programmakeriet,arts_and_entertainment,Ingen webbplats,,filmsektorn,Stockholm,"59,3146","18,09362",
Pulpo Live & Agentur,arts_and_entertainment,http://www.pulpo.se/,,"agentur, eventfixare",Stockholm,"59,322","18,07357",
Reimersholms Krukmakeri,arts_and_entertainment,http://www.reimersholmskrukmakeri.se,,"craft, ceramics",Stockholm,"59,3177078","18,0199323",
Riddle Room,arts_and_entertainment,Ingen webbplats,,"escape room, vr-gaming",Stockholm,"59,34264","18,03544",
Rumänska kulturinstitutet,arts_and_entertainment,http://www.rkis.se/,,"konst, musik, litteratur mm",Stockholm,"59,324797","18,0754577",
Rutger Fuchsgatan 9,arts_and_entertainment,http://www.rutgerfuchsgatan9.se/,,gemensam studiokollektiv foto mm,Stockholm,"59,3070581","18,0785295",
Sambashow_BarBrasil,arts_and_entertainment,http://sambashow.se/,,dans,Stockholm,"59,32471","18,07306",
Sibirienlito,arts_and_entertainment,http://www.sibirienlito.se/,,galleri och trycker litografier,Stockholm,"59,3378856","18,0359976",
Signori Studios,arts_and_entertainment,http://www.signoristudios.com/,,enskild men workshops/kurser i måleri ,Stockholm,"59,3448086","18,0385886",
Skudge,arts_and_entertainment,https://skudge.bandcamp.com/,,record label and band (techno),Stockholm,"59,336195","18,100041",
Snowflake Music,arts_and_entertainment,http://www.snowflakemusic.se/,,musikförlag,Stockholm,"59,346051","18,0607073",
Spectrum Arkitekter,arts_and_entertainment,https://www.spectrumarkitekter.se/,,Architects,Stockholm,"59,3139361","18,0862389",
Stockholms Glasbruk,arts_and_entertainment,http://stockholmsglasbruk.com/,,glas craft etc,Stockholm,"59,3253446","18,1001664",
Studio Skutan,arts_and_entertainment,https://www.instagram.com/k18.studio/,,galleri?,Stockholm,"59,3139","18,07725",
Mossutställningar,arts_and_entertainment,http://www.mossutstallningar.com/svt,,Är relevant! Dom har ny lokal på gång i dagarna,Stockholm,"59,348417","18,111277",
Swedish Royal Palace,arts_and_entertainment,https://www.kungligaslotten.se/vara-besoksmal/kungliga-slottet.html,,"Museum, visningar mm",Stockholm,"59,3262879","18,0704607",
Tolkiensällskapet Forodrim,arts_and_entertainment,http://www.forodrim.org/,,"Litteratur, egen lokal mm",Stockholm,"59,332951","18,043066",
Tundell Salmson audio,arts_and_entertainment,http://www.tundellsalmsonaudio.se/,,Litteratur print sound,Stockholm,"59,29144","18,1179",
Urban Artists Sthlm,arts_and_entertainment,https://urbanartists.se/,,"ceramics, courses",Stockholm,"59,3070582","18,0808794",
Vasaträffen Fritidscenter,arts_and_entertainment,https://senior.stockholm/hitta-traffpunkt-och-motesplats-for-seniorer/traffpunkt-och-motesplats/vasatraffen,,"Mötesplats,musik, dans för äldre",Stockholm,"59,3420036","18,0518099",
Västertorps Marknad,arts_and_entertainment,https://www.facebook.com/vastertorpcentrum/?locale=sv_SE,,"Marknad, musik mm",Stockholm,"59,294175","17,9701056",
Wip:sthlm,arts_and_entertainment,http://www.wipsthlm.se/,,"Ateljeér, verkstäder för konstnärer",Stockholm,"59,291429","18,0092288",
Zigzag Animation,arts_and_entertainment,http://www.zigzag.se/,,"film, kurser mm, ",Stockholm,"59,3107099","18,0795291",
Nytorps Gärde,attractions_and_activities,http://www.stockholm.se/-/Serviceenhetsdetaljer/?enhet=b43f81bf6e324b498040e06ab3c55982,,Public place,Stockholm,"59,2889201","18,111419",
Victoria Hall,auditorium,Ingen webbplats,,,Stockholm,"59,2777336","18,0143359",
Aderton Antikvariat,bookstore,http://www.aderton.se,,,Stockholm,"59,3421686","18,0514473",
Antikvariat August,bookstore,http://www.antikvariataugust.se,,,Stockholm,"59,3384968","18,056637",
Antikvariat GodBok,bookstore,http://www.bokborsen.se/?storeid=4127,,,Stockholm,"59,2589366","18,0949298",
Antikvariat Hundörat,bookstore,http://www.hundorat.se/,,,Stockholm,"59,3153052","18,0759446",
Antikvariat Morris,bookstore,http://www.antikvariatmorris.com/,,,Stockholm,"59,3283829","18,0472435",
Antikvariat Strix,bookstore,Ingen webbplats,,,Stockholm,"59,3317266","18,0445881",
Antikvariat Verklighetsflykt,bookstore,Ingen webbplats,,,Stockholm,"59,3151935","18,0841443",
Bahá'í-förlaget,bookstore,http://www.bahaiforlaget.se/,,,Stockholm,"59,378116","17,899847",
Barnbolaget,bookstore,http://barnbolaget.net/,,,Stockholm,"59,36232","17,8736",
Bokbok - barnbokhandel,bookstore,http://www.bokbok.se/,,,Stockholm,"59,3130977","18,0771508",
Bokförlaget Redaktionen,bookstore,http://www.redaktionen.se/,,,Stockholm,"59,34434","18,044548",
Bokförlaget Skosnöret,bookstore,http://www.bokforlagetskosnoret.com/,,,Stockholm,"59,349688","18,056948",
Bokhandeln INFo,bookstore,http://kafe44.org/,,,Stockholm,"59,3159727","18,0828161",
Bokhandeln Studio,bookstore,Ingen webbplats,,,Stockholm,"59,3377712","18,0886711",
Boklunden Karlavägen,bookstore,http://www.boklunden.eu,,,Stockholm,"59,33992","18,07977",
Bokslukaren,bookstore,http://www.bokslukaren.com,,,Stockholm,"59,3185499","18,0619783",
Bokspindeln,bookstore,http://www.bokspindeln.se,,,Stockholm,"59,341246","18,043578",
Books4you,bookstore,https://books4you.se/,,,Stockholm,"59,2785","17,89735",
Bysis Bok & Papper,bookstore,http://www.bysisbok.se/,,,Stockholm,"59,3182498","18,0554385",
Centralantikvariatet,bookstore,http://www.centralantikvariatet.se/,,,Stockholm,"59,3228589","18,0735265",
Charlotte Du Rietz Rare Books,bookstore,http://www.durietzbooks.com/,,,Stockholm,"59,3410492","18,08424",
Comics Heaven,bookstore,http://www.comicsheaven.se/,,,Stockholm,"59,32434","18,0691263",
Deckarbokhandeln i Gamla Stan,bookstore,http://www.deckarbokhandel.se/,,,Stockholm,"59,32535","18,06938",
Dina&mina böcker,bookstore,http://www.dinaochmina.se/,,,Stockholm,"59,319906","18,06173",
En Annan Bokhandel: Kärlek till böcker,bookstore,http://www.enannan.se,,,Stockholm,"59,27472","17,9079",
ETC Libris,bookstore,http://libris.etc.se/,,,Stockholm,"59,31611","18,0659199",
Farsta Bokhandels,bookstore,Ingen webbplats,,,Stockholm,"59,242172","18,093995",
Ferdosi,bookstore,http://www.ferdosi.com/,,,Stockholm,"59,338723","18,056458",
Gamla stans bokhandel,bookstore,http://www.gamlastansbokhandel.se/,,,Stockholm,"59,3251","18,0679937",
Geranium,bookstore,http://www.geraniumab.se/,,,Stockholm,"59,3187511","18,0633418",
Halléns Antikvariat,bookstore,http://www.antikvariat.net,,,Stockholm,"59,3400404","18,0620782",
Hatt Konsthandel & Antikvariat,bookstore,http://www.svenskateckningar.se/,,,Stockholm,"59,3054384","18,0002312",
Hedengrens Bokhandel,bookstore,http://www.hedengrens.se,,,Stockholm,"59,3362203","18,0756597",
Hobbybokhandeln Stockholm,bookstore,http://www.hobbybokhandeln.se/,,,Stockholm,"59,3316397","18,0462198",
Hoi bokhandel,bookstore,http://shop.hoi.se/,,,Stockholm,"59,32366","18,0744",
Hornstulls bokhandel,bookstore,http://www.hornstullsbokhandel.se/,,,Stockholm,"59,3155423","18,0310405",
Hundörat Rare Books,bookstore,Ingen webbplats,,,Stockholm,"59,318156","18,077214",
Hökarängens Antikvariat och Skivbörs,bookstore,https://hokarangensantikvariat.com/,,,Stockholm,"59,2565838","18,0802142",
Interbok,bookstore,http://www.interbok.se/,,,Stockholm,"59,3292245","18,0418269",
Jure Bokhandel,bookstore,http://www.jure.se/ie/,,,Stockholm,"59,3399878","18,0854906",
Katolsk Bokhandel,bookstore,http://www.katolskbokhandel.com/,,,Stockholm,"59,3318039","18,0723447",
Klackenbergs Böcker & Papper i Vällingby,bookstore,http://www.bockeropapper.se/,,,Stockholm,"59,3622091","17,8741489",
KMS Not&Bok,bookstore,https://kmhstudent.com/notobok/,,,Stockholm,"59,34398","18,081069",
Konstig Books,bookstore,https://konstigbooks.com/,,,Stockholm,"59,3131835","18,0763762",
Kungsholmens Bokhandel,bookstore,Ingen webbplats,,,Stockholm,"59,334396","18,032754",
Lilla Bokerian,bookstore,http://www.lillabokerian.se/,,,Stockholm,"59,3400321","18,0611613",
MarGie Bookshop,bookstore,http://www.margie.se,,,Stockholm,"59,346072","18,060562",
Mina books,bookstore,http://minabooks.com/,,,Stockholm,"59,3853836","17,9187298",
Minibok Vällingby,bookstore,Ingen webbplats,,,Stockholm,"59,362848","17,872841",
Modernista,bookstore,https://issuu.com/modernistabooks/,,,Stockholm,"59,3173194","18,0678425",
Morrissey Books,bookstore,http://instagram.com/morrisseybooks,,,Stockholm,"59,258242","18,073699",
Månadens Bok,bookstore,http://www.manadensbok.se/,,,Stockholm,"59,33834","18,06122",
Orientalia Bok- & Biblioteksservice,bookstore,http://www.orientalia.se,,,Stockholm,"59,346703","18,062964",
Papercut,bookstore,https://papercutshop.se/,,,Stockholm,"59,3172212","18,0547066",
Press Stop,bookstore,http://www.press-stop.se,,,Stockholm,"59,3163423","18,0721544",
Proklama,bookstore,http://www.proklama.se/,,,Stockholm,"59,3440186","18,0527486",
Pug Förlag,bookstore,http://pugforlag.se/,,,Stockholm,"59,305669","18,000311",
Rosenbad Antique Books,bookstore,http://www.rosenbadantiquebooks.com,,,Stockholm,"59,3574451","18,1061358",
Rutströms bokhandel,bookstore,https://rutstromsbokhandel.se/,,,Stockholm,"59,3122412","18,0776017",
Rönnells Antikvariat,bookstore,http://www.ronnells.se/,,,Stockholm,"59,3385622","18,0688968",
SARA Distribution,bookstore,http://www.saradistribution.com/,,,Stockholm,"59,34129","18,0462",
Science Fiction Bokhandeln,bookstore,http://www.sfbok.se/,,,Stockholm,"59,3240236","18,0705992",
Serier & Sånt,bookstore,http://www.seriersant.se/,,,Stockholm,"59,3459821","18,045108",
Serieslussen,bookstore,Ingen webbplats,,,Stockholm,"59,3180163","18,0657423",
Skiv & bokhandel,bookstore,Ingen webbplats,,,Stockholm,"59,3440118","18,0527412",
Stockholm Fotoantikvariat,bookstore,http://www.fotoantikvariat.se,,,Stockholm,"59,3176672","18,057703",
Stockholms Enskilda Bokhandel,bookstore,Ingen webbplats,,,Stockholm,"59,3327053","18,0694745",
Stockholms Science Fiction-antikvariat,bookstore,http://sfantikvariatet.se/,,,Stockholm,"59,3069204","18,0782075",
Suomalainen kirjakauppa Ruotsissa - Finska bokhandeln i Sverige,bookstore,Ingen webbplats,,,Stockholm,"59,340564","18,034836",
Söderbokhandeln Hansson & Bruce,bookstore,http://www.soderbokhandeln.se/,,,Stockholm,"59,3160543","18,0725407",
SödermalmMedia Bokförlag,bookstore,http://www.sodermalmskyrkan.se/,,,Stockholm,"59,309375","18,076191",
Tallkrogens loppis o antikvariat,bookstore,Ingen webbplats,,,Stockholm,"59,2716","18,0846",
The English Bookshop,bookstore,http://www.bookshop.se,,,Stockholm,"59,323878","18,068626",
The English Bookshop Stockholm,bookstore,http://www.bookshop.se/,,,Stockholm,"59,3133208","18,0804733",
Vattumannen,bookstore,https://www.vattumannen.se/?utm_source=facebook,,,Stockholm,"59,3331652","18,0418236",
Västerbokhandeln AB,bookstore,http://allbok.se/,,,Stockholm,"59,284622","17,968031",
Åkermyntans Spelbutik,bookstore,Ingen webbplats,,,Stockholm,"59,380087","17,817115",
Äppelvikens Bokhandel,bookstore,http://www.appelvikensbokhandel.se/Appelvikens_hemsida/Valkommen.html,,,Stockholm,"59,3292002","17,9740259",
Bio Aspen,cinema,http://bioaspen.se/,,,Stockholm,"59,3058739","18,0066389",
Bio Fågel Blå 1926,cinema,http://www.biofagelbla.se/,,,Stockholm,"59,3377778","18,0861111",
Bio Kaskad,cinema,http://www.biokaskad.se/,,,Stockholm,"59,3475935","17,8830467",
Bio Kontrast Årsta,cinema,http://arstafolketshus.org/?page_id=25,,,Stockholm,"59,29763","18,05277",
Bio Rio,cinema,http://biorio.se/,,,Stockholm,"59,3152923","18,030562",
Bio Rågsved,cinema,Ingen webbplats,,,Stockholm,"59,2571987","18,0381602",
Bio Skandia,cinema,https://bioskandia.se/,,,Stockholm,"59,3355467","18,0598504",
Bio Victor,cinema,Ingen webbplats,,,Stockholm,"59,340073","18,103217",
Biocafé Tellus,cinema,http://www.tellusbio.nu,,,Stockholm,"59,3019435","18,0076555",
Biograf Reflexen,cinema,http://www.reflexen.nu/,,,Stockholm,"59,2840354","18,1138842",
Biograf Sture,cinema,http://www.biosture.se,,,Stockholm,"59,339062","18,0676301",
Biografcentralen,cinema,http://www.biografcentralen.se/,,,Stockholm,"59,3088894","18,0912345",
Capitol Stockholm,cinema,http://www.capitolbio.se/,,,Stockholm,"59,3403538","18,0373306",
Cineast,cinema,http://www.cineastentertainment.com/,,,Stockholm,"59,342701","18,065288",
Cinema Stadshagen,cinema,Ingen webbplats,,,Stockholm,"59,33809","18,014271",
Cinemateket,cinema,http://cinemateket.se/,,,Stockholm,"59,340093","18,10318",
Cino4,cinema,http://www.tekniskamuseet.se/Cino4,,,Stockholm,"59,332369","18,118916",
Cosmonova,cinema,http://www.nrm.se,,,Stockholm,"59,3686846","18,0544913",
Fanfaren film i Farsta,cinema,http://fanfaren.wordpress.com/,,,Stockholm,"59,242534","18,089647",
Filmcentrum,cinema,Ingen webbplats,,,Stockholm,"59,32445","18,06888",
Filmhuset,cinema,http://www.filmarkivet.se/,,,Stockholm,"59,3399476","18,1030583",
Höglandsbiografen,cinema,http://www.wifilm.se/hogland.html,,,Stockholm,"59,3238654","17,9404976",
Liten och Klok,cinema,Ingen webbplats,,,Stockholm,"59,295244","18,058789",
Movieton,cinema,Ingen webbplats,,,Stockholm,"59,245405","18,091126",
Ny finsk film,cinema,https://finlandsinstitutet.se/category/program/film/,,,Stockholm,"59,338067","18,068423",
Nya Rondo,cinema,http://www.cyklopen.se/hitta-till-oss,,,Stockholm,"59,2597173","18,0402811",
Park Bio Live Älvsjö Örby Östberga Liseberg,cinema,http://Parkfolketshus.nu/,,,Stockholm,"59,28323","18,02719",
Stockholm International Film Festival,cinema,https://www.stockholmfilmfestival.se/,,,Stockholm,"59,3335594","18,0586004",
Storyside,cinema,http://www.storyside.se,,,Stockholm,"59,3390472","18,0677556",
Svenska Filminstitutet,cinema,http://www.sfi.se,,,Stockholm,"59,3400659","18,1030755",
Våra Gårdar,cinema,http://www.varagardar.se/,,,Stockholm,"59,3224525","17,9860222",
Årsta Folkets Hus,cinema,http://www.arstafolketshus.org/,,,Stockholm,"59,2973611","18,0528267",
Arenaslöjd,circus,https://scenkonstportalen.riksteatern.se/produktion/14083,,,Stockholm,"59,31579","18,06742",
Banan-Kompaniet,cultural_center,http://www.banan-kompaniet.se,,"changed category from ""circus"" to ""cultural center""",Stockholm,"59,3415323","18,1189888",
Gycklarkompaniet Bastardus SaNs,circus,http://gycklare.se,,,Stockholm,"59,315461","18,07239",
Serieboden,comic_books_store,http://www.myntboden.se/,,,Stockholm,"59,3249688","18,0690836",
"Stuck & Sten, Stocklassa",commissioned_artist,http://www.stucksten.se/,,,Stockholm,"59,31093981","17,98880478",
Alviks Kulturhus,community_center,http://www.alvikskulturhus.se/,,,Stockholm,"59,3331675","17,978708",
Bagarmossens Folkets Hus,community_center,http://www.bagisfh.se/,,,Stockholm,"59,2768502","18,1330663",
Folkets Hus Konferens Center,community_center,Ingen webbplats,,,Stockholm,"59,3361525","18,0561984",
Folkets Hus Rinkeby,community_center,http://www.rinkebyfolketshus.com,,,Stockholm,"59,388749","17,926923",
Husby Kulturskolan,community_center,Ingen webbplats,,,Stockholm,"59,4087688","17,9271228",
Intresseföreningen Varvseken,community_center,http://www.varvseken.se,,,Stockholm,"59,314934","17,988014",
Kfum Gården,community_center,http://www.kfum-garden.nu,,,Stockholm,"59,4008244","17,938172",
"Krinolinen, Fruängen.",community_center,Ingen webbplats,,,Stockholm,"59,2862574","17,9735048",
Kultur och medborgarhuset Trappan,community_center,http://www.trappan.org/,,,Stockholm,"59,36593","17,88419",
Mötesplatsen Stora Sköndal,community_center,https://www.framtidensstoraskondal.se/motesplatsen/,,,Stockholm,"59,25262","18,12668",
Park Folkets Hus,community_center,http://www.parkfolketshus.nu,,,Stockholm,"59,2832602","18,0271495",
ShoSho Charity,community_center,Ingen webbplats,,,Stockholm,"59,3298","18,0615",
Tensta CommunityCenter,community_center,Ingen webbplats,,,Stockholm,"59,39319","17,90615",
5emman,community_services_non_profits,Ingen webbplats,,,Stockholm,"59,29755","18,01771",
Aktivitetshuset Tuben,community_services_non_profits,Ingen webbplats,,,Stockholm,"59,2432039","18,0936191",
ALIS - Administration av Litterära rättigheter I Sverige,community_services_non_profits,http://alis.org/,,,Stockholm,"59,3384862","18,0564976",
APU Network,community_services_non_profits,http://www.apunetwork.net/,,,Stockholm,"59,3270381","18,0427104",
Arameiska-Syrianska Föreningen i Norsborg,community_services_non_profits,http://www.sauf.nu/,,,Stockholm,"59,33233","18,06293",
Arbetarnas Bildningsforbund,community_services_non_profits,http://www.abf.se,,,Stockholm,"59,336032","18,061195",
Arcobaleno Musikskola-Music School,community_services_non_profits,http://www.arcobaleno.se/,,,Stockholm,"59,3379501","18,0953546",
Arenagruppen,community_services_non_profits,http://www.arenagruppen.se/,,,Stockholm,"59,3365715","18,057921",
Arts & Hearts,community_services_non_profits,http://www.artsandhearts.se/,,,Stockholm,"59,3469462","18,0380779",
Arwidssonstiftelsen,community_services_non_profits,http://arwidssonstiftelsen.se/,,,Stockholm,"59,33688","18,07481",
Assitej Sverige,community_services_non_profits,http://www.assitej.se/,,,Stockholm,"59,3290356","18,0500854",
Ateljégruppen Sofiamålarna,community_services_non_profits,http://www.sofiamalarna.se/,,,Stockholm,"59,3085167","18,0929838",
BellevueFarm,community_services_non_profits,http://www.bellevuefarm.se/,,,Stockholm,"59,3539786","18,0479971",
Bengaliska moskén - Islamiska Kulturföreningen - বাংলাদেশ কেন্দ্রীয় মসজিদ,community_services_non_profits,Ingen webbplats,,,Stockholm,"59,3141594","18,07831",
Berättarministeriet,community_services_non_profits,https://www.linkedin.com/company/berättarministeriet/,,,Stockholm,"59,3413552","18,0543291",
Bifrostorden Logen 8 Manheim,community_services_non_profits,http://www.bifrostorden.se/,,,Stockholm,"59,331384","18,062671",
Bildupphovsrätt i Sverige,community_services_non_profits,http://www.bildupphovsratt.se/,,,Stockholm,"59,31616","18,0438377",
Blomsterdalens Hyresgästförening,community_services_non_profits,Ingen webbplats,,,Stockholm,"59,3075","18,02636",
Blomsterfonden,community_services_non_profits,http://www.blomsterfonden.se/,,Nursing home that hosts some cultural activities for old people. I dont know if this should be here or not,Stockholm,"59,3076368","18,0720082",
Blueheart Project,community_services_non_profits,https://blueheart.center/,,,Stockholm,"59,25501","18,02537",
Brainpool,community_services_non_profits,https://www.brainpoolsweden.com/,,,Stockholm,"59,346922","18,038094",
Brilliant Minds Stockholm,community_services_non_profits,http://brilliantminds.co/,,,Stockholm,"59,34002","18,06648",
Bromma KFUM,community_services_non_profits,https://linktr.ee/brommakfum,,,Stockholm,"59,3344161","17,9782791",
Bromstens fritidsgård,community_services_non_profits,http://www.stadsmissionen.se/Socialverksamhet/Barnochunga/Bromstens-fritidsgard/,,,Stockholm,"59,379724","17,915571",
Bygdegårdarnas Riksförbund,community_services_non_profits,http://www.bygdegardarna.se/,,,Stockholm,"59,335806","18,0234679",
Capoeiraklubb Senzala IF,community_services_non_profits,https://www.capoeirastockholm.se/,,,Stockholm,"59,3128545","18,0796156",
Caporales San Simón - Estocolmo,community_services_non_profits,http://www.sansimonsthlm.com/,,,Stockholm,"59,31544","18,08668",
Centrum för dramatik,community_services_non_profits,http://www.centrumfordramatik.se/,,,Stockholm,"59,3386431","18,0566272",
Cirkuscentrum,community_services_non_profits,http://www.manegen.org/,,,Stockholm,"59,31626","18,04359",
Club Noize,community_services_non_profits,Ingen webbplats,,,Stockholm,"59,29921","18,01766",
Crazy people with a smile,community_services_non_profits,Ingen webbplats,,,Stockholm,"59,2651228","18,0284453",
Creative Call: Atlanta x Stockholm,community_services_non_profits,http://creativecall.org/,,,Stockholm,"59,397847","17,89697",
Dans Practica Föreningen,community_services_non_profits,Ingen webbplats,,,Stockholm,"59,32464","18,0713",
Demokratipiloterna Dynamo Stockholm,community_services_non_profits,http://www.demokratipiloterna.se/,,,Stockholm,"59,3118467","18,0810821",
"DIK - facket för kultur,  kommunikation och kreativ sektor",community_services_non_profits,http://www.dik.se,,,Stockholm,"59,3132495","18,0809734",
DubbelSpexet,community_services_non_profits,http://www.dubbelspexet.com/,,,Stockholm,"59,3474","18,07287",
DUKiS,community_services_non_profits,https://www.sdur.se/,,,Stockholm,"59,3348601","18,0560879",
Eesti Kultuuri Koondis,community_services_non_profits,http://www.kultuurikoondis.se/,,,Stockholm,"59,336361","18,05398",
Equmenia Hässelby,community_services_non_profits,https://equmeniahasselby.se/,,,Stockholm,"59,3775805","17,8210107",
Fackförbundet Scen & Film,community_services_non_profits,http://www.scenochfilm.se/,,,Stockholm,"59,3283675","18,0500867",
Farhang.nu,community_services_non_profits,http://www.farhang.nu/,,,Stockholm,"59,3224837","18,0654273",
Farsta Hembygdsförening,community_services_non_profits,Ingen webbplats,,,Stockholm,"59,243366","18,096419",
Film & TV-avdelningen,community_services_non_profits,https://linktr.ee/filmochtvavdelningen,,,Stockholm,"59,32829","18,05059",
FilmCentrum Riks,community_services_non_profits,https://www.filmcentrum.com/,,,Stockholm,"59,32559","18,0747738",
Filmform,community_services_non_profits,http://www.filmform.com/,,,Stockholm,"59,3369516","18,0258008",
FOLK i Skärholmen,community_services_non_profits,http://www.folkiskarholmen.se/,,,Stockholm,"59,2759657","17,9042885",
Folkdansgillet Kedjan,community_services_non_profits,http://www.fdgkedjan.se/,,,Stockholm,"59,2819","18,12022",
Folkdansringen Stockholm,community_services_non_profits,http://www.folkdansringen-stockholm.se/,,,Stockholm,"59,3196983","17,9899006",
Folkets Bio,community_services_non_profits,http://www.folketsbio.se/,,,Stockholm,"59,3157123","18,0316562",
Folkets Hus och Parker,community_services_non_profits,http://www.folketshusochparker.se/,,,Stockholm,"59,3174169","18,0633732",
Folkhögskolorna,community_services_non_profits,http://www.sverigesfolkhogskolor.se/,,,Stockholm,"59,3130349","18,0675745",
Folkkulturcentrum,community_services_non_profits,http://www.folkkulturcentrum.se,,,Stockholm,"59,3556331","18,099414",
Folkrörelsernas Konstfrämjande,community_services_non_profits,http://www.konstframjandet.se/,,,Stockholm,"59,3174438","18,0633815",
Formmuseets Vänner,community_services_non_profits,http://www.formmuseum.se/,,,Stockholm,"59,315809","18,061552",
Fotoklubben Stockholmsbild,community_services_non_profits,https://www.stockholmsbild.se/,,,Stockholm,"59,3406293","18,0552727",
Fritidsgården Duvnäsgatan,community_services_non_profits,http://www.stockholm.se/,,,Stockholm,"59,3136222","18,0944421",
Fryshuset Skapa Min Värld Sthlm,community_services_non_profits,http://skapaminvarld.fryshuset.se/,,,Stockholm,"59,2791346","17,9059422",
Future Threads Project,community_services_non_profits,http://futurethreadsproject.com/,,,Stockholm,"59,337084","18,077313",
Föreningen Jamaicansk Kultur,community_services_non_profits,https://instagram.com/jamaicanskakulturforeningen?igshid=YmMyMTA2M2Y%3D,,,Stockholm,"59,3828902","17,8967742",
Författarcentrum Öst,community_services_non_profits,https://forfattarcentrum.se/,,,Stockholm,"59,3360844","18,059371",
Författarnas Gästhem - The International Writers' House,community_services_non_profits,http://www.writershouse.se/,,,Stockholm,"59,33656","18,05949",
Generalstabens litografiska anstalt,community_services_non_profits,Ingen webbplats,,,Stockholm,"59,3340278","18,0636389",
Generator,community_services_non_profits,http://generatorsverige.se/,,,Stockholm,"59,31162","18,08259",
Goethe-Institut Schweden,community_services_non_profits,http://www.goethe.de/schweden,,,Stockholm,"59,3329137","18,0587504",
Grafikergruppen VGG,community_services_non_profits,http://www.vgg.se/,,,Stockholm,"59,30878","18,06828",
Grafiska Sällskapets grafikverkstad,community_services_non_profits,http://grafiskasallskapet.se/om-grafiska-sallskapet/gs-grafikverkstad/,,,Stockholm,"59,318195","18,075184",
Grekiska Föreningen Södra Stockho,community_services_non_profits,Ingen webbplats,,,Stockholm,"59,276864","17,905497",
Grekiskariksforbundet,community_services_non_profits,http://grekiskariksforbundet.com/,,,Stockholm,"59,3180837","18,0659118",
Gröndals Stadsodling,community_services_non_profits,Ingen webbplats,,,Stockholm,"59,3158664","18,0151659",
